dataset,model,outcome,term,term_label,coef,std_err,t_value,p_value,ci_low,ci_high
augmented,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,-2.4763591990272915,0.944949063723555,-2.6206271788547437,0.008776818638692539,-4.328425331150304,-0.6242930669042792
augmented,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,-5.844913434527369,2.4830365636053746,-2.3539377229469958,0.01857572293422268,-10.711575671490003,-0.9782511975647354
augmented,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,-1.1982407199471985,0.5829774798357391,-2.055380801818995,0.03984223832797347,-2.3408555842231724,-0.055625855671224356
augmented,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,-3.324641888317561,1.4730065390899993,-2.2570448942959027,0.024005269653940696,-6.211681653925951,-0.43760212270917087
augmented,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,4.048959192092877e-15,1.8435572674361776e-15,2.1962752465638,0.02807224836636963,4.3565334448089174e-16,7.662265039704862e-15
augmented,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,2.5923357804353317,0.6039803512474126,4.292086282411885,1.7700213824211304e-05,1.4085560446205516,3.776115516250112
augmented,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,1.323928748810808,0.9093309397832554,1.4559372071144687,0.14540997890574506,-0.45832714319233325,3.1061846408139493
augmented,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,-0.30844740843927276,1.3087019325794305,-0.23568957969774515,0.813673556333884,-2.8734560627929224,2.256561245914377
augmented,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,4.5397198252332736,1.328307973704217,3.417671138850035,0.0006315937195731971,1.936284036395631,7.143155614070916
augmented,practice_model,practice_index,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,0.017808151341713208,0.6366703617669494,0.027970756000468278,0.9776854753482944,-1.2300428277455946,1.265659130429021
augmented,practice_model,practice_index,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,-1.116951554879717,1.0048435107877252,-1.1115676649034707,0.26632408177399225,-3.0864086461224436,0.8525055363630094
augmented,practice_model,practice_index,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,1.3715798425806387,0.69244643245382,1.9807739318118458,0.04761663144709172,0.014409773747904309,2.728749911413373
augmented,practice_model,practice_index,"C(sample_source, Treatment(reference='observed'))[T.generated]",Sample Source: generated vs observed,-0.05931384828741794,0.4957390427132521,-0.11964732082182714,0.9047625323521542,-1.0309445177357557,0.9123168211609197
augmented,practice_model,practice_index,knowledge_score,Knowledge Score,0.807814427393241,0.10974387421832821,7.360906776319446,1.8266510486477325e-13,0.592720386401424,1.022908468385058
augmented,practice_model,practice_index,attitude_score,Attitude Score,0.12387174166296683,0.05580860998847758,2.219581202408406,0.026447209453012478,0.014488876058308453,0.2332546072676252
observed,knowledge_model,knowledge_score,Intercept,Intercept,5.52824191673424,0.5438678192733031,10.164679212167547,2.8505882127793196e-24,4.462280578608227,6.594203254860253
observed,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,0.42818203671670385,0.8253621551412927,0.5187807970713219,0.6039136104943292,-1.1894980615625905,2.0458621349959984
observed,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,0.03809748491324605,2.260445997420528,0.016853968180049594,0.9865531156158,-4.392295259028709,4.4684902288552015
observed,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,1.9787201641229395,1.9452017074963144,1.0172313526651007,0.3090433843723167,-1.8338051252356535,5.791245453481532
observed,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,2.1984816046480162,0.518809508899767,4.2375507135756045,2.259713887309937e-05,1.1816336523675603,3.215329556928472
observed,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,5.364795915401218,16.07950984342873,0.3336417569714457,0.7386499045169231,-26.15046426677638,36.880056097578816
observed,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,1.7794842818535585e-14,2.51750659282731e-14,0.7068439411136125,0.4796634643768457,-3.1547379709301115e-14,6.713706534637229e-14
observed,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,0.00014345042175556433,0.6534337038290214,0.00021953324555340018,0.999824837814197,-1.280563075367739,1.28084997621125
observed,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,-0.8432180501081695,0.8011031219570974,-1.0525711696743676,0.29253757635650035,-2.413351317046679,0.72691521683034
observed,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,-0.07028981040033089,1.1177672928327185,-0.06288411805483939,0.949858781768457,-2.261073447449295,2.1204938266486337
observed,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,-1.4415749327990006,1.9634824209217845,-0.7341929407864182,0.46283115523618823,-5.289929762083213,2.4067798964852116
observed,knowledge_model,knowledge_score,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,0.5104396157502863,0.7255414381314846,0.7035292388879145,0.48172599182456244,-0.9115954722788194,1.9324747037793921
observed,knowledge_model,knowledge_score,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,-0.1307742961163768,1.02502734366285,-0.12758127568486682,0.8984803498627056,-2.139790972864324,1.87824238063157
observed,knowledge_model,knowledge_score,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,0.021792339691636187,0.5904615216358813,0.03690729860137241,0.9705589202714073,-1.135490976971409,1.1790756563546814
observed,attitude_model,attitude_score,Intercept,Intercept,22.98829003908757,1.6172700608731703,14.21425561212461,7.47419670948807e-46,19.818498966501256,26.158081111673884
observed,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,-3.6224156279054447,2.1157113286758613,-1.7121502252259382,0.08686898753055129,-7.769133633793517,0.5243023779826284
observed,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,-3.9909502423575445,2.974817082550294,-1.3415783665381285,0.17973274449121635,-9.821484584750637,1.8395841000355482
observed,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,-4.313302091786218,3.7124687696667094,-1.161841986935677,0.24529965549301846,-11.589607174062694,2.963002990490258
observed,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,0.04685458715969837,1.1518488837247374,0.04067772068171351,0.9675528232120512,-2.2107277405734513,2.304436914892848
observed,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,1.261999509830619,132.04607739593595,0.00955726618100554,0.9923745209577773,-257.5435564859924,260.0675555056536
observed,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,2.998588513073031e-15,5.730564679576123e-14,0.052326231021527,0.9582687526101831,-1.0931841531739214e-13,1.153155923435382e-13
observed,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,0.17214218505716827,1.246587347913056,0.13809075260177792,0.890168694113581,-2.2711241204357235,2.61540849055006
observed,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,0.35687046588537874,1.8095745802176941,0.19721235575847157,0.8436613619934665,-3.1898305386804884,3.9035714704512463
observed,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,2.0916067459172387,2.7317801865130775,0.7656570452643283,0.4438803920588582,-3.2625840333285048,7.445797525162982
observed,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,2.1064970886284544,2.6138570131392256,0.8058960677801441,0.42030277875676403,-3.016568517861866,7.229562695118775
observed,attitude_model,attitude_score,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,0.7838827775258119,1.6913860012039923,0.4634558740392877,0.6430376367836321,-2.5311728687892336,4.098938423840858
observed,attitude_model,attitude_score,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,3.2166929353982607,1.1415968409842805,2.817713591975991,0.004836693268011575,0.9792042422043719,5.454181628592149
observed,attitude_model,attitude_score,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,1.100000635470213,1.241575494389501,0.8859716065925558,0.3756328276238792,-1.333442617620721,3.533443888561147
observed,attitude_model,attitude_score,knowledge_score,Knowledge Score,0.6850280827284972,0.1978242623104627,3.462811258476594,0.0005345632299205555,0.29729965333178593,1.0727565121252085
observed,practice_model,practice_index,Intercept,Intercept,12.7546936706619,2.9184277280092874,4.370399015966761,1.2401970021745948e-05,7.03468043228064,18.47470690904316
observed,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,-0.3064837242311742,1.6077661256090456,-0.19062705660319446,0.8488177907896826,-3.4576474259884042,2.844679977526056
observed,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,-1.7790876339480404,1.98102618604559,-0.8980636634083835,0.3691516096761812,-5.661827611028142,2.103652343132061
observed,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,-3.175789286706424,5.538008987511272,-0.5734532561915529,0.5663378400691305,-14.030087448287647,7.678508874874799
observed,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,-0.3681020269949631,1.0612274144915905,-0.34686441564583237,0.7286931810462555,-2.4480695388050404,1.7118654848151142
observed,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,-3.45460634820357,80.03310612864014,-0.04316471664427037,0.9655702308993878,-160.31661193121013,153.40739923480297
observed,practice_model,practice_index,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,-2.0812302868016227e-15,1.109305977968484e-14,-0.18761552972184123,0.8511780514705115,-2.3823227933333736e-14,1.966076735973049e-14
observed,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,2.1482718239898415,1.0982976841802694,1.9560014146740514,0.050464987454262394,-0.004352081307233302,4.300895729286916
observed,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,1.831597250706694,1.5661239121735289,1.1695097919581157,0.24219829841083151,-1.2379492124803932,4.901143713893781
observed,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,-0.13896639669674649,2.138576264062487,-0.06498080009209624,0.9481892872479916,-4.330498852451441,4.052566059057948
observed,practice_model,practice_index,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,3.5563542112542637,2.045146856912032,1.7389236373098431,0.08204819584820167,-0.45205997138860976,7.564768393897137
observed,practice_model,practice_index,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,0.5566106697528164,1.2782875331013475,0.4354346384043833,0.6632469724463792,-1.9487868570123767,3.0620081965180095
observed,practice_model,practice_index,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,-1.6027538915213193,1.449384974947428,-1.1058165492432088,0.26880593049115875,-4.443496242151767,1.2379884591091277
observed,practice_model,practice_index,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,2.198271268294268,1.1257549542531697,1.95270850018387,0.05085414590392452,-0.008167897459480766,4.404710434048017
observed,practice_model,practice_index,knowledge_score,Knowledge Score,0.8790163340148536,0.18745815667971524,4.689133562305916,2.7436427359135195e-06,0.5116050983143452,1.246427569715362
observed,practice_model,practice_index,attitude_score,Attitude Score,0.05252906967780188,0.09600104100306209,0.5471718757312891,0.5842606560785826,-0.1356295131665528,0.24068765252215657
