Timestamp,Time Taken to complete the survey (minutes),Age Range,Gender,Professional Experience,Locality / Area,Work Mode,Designation,Previous Treatment?,Treatments,Treatments_other,Knowledge Score,Knowledge Total,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
2026-02-24T10:44:44.559Z,5,30-40 years,Female,3-6 years,Ramamurthy Nagar Bangalore ,Full time,Hr practitioner ,No,,,0,10,1,1,2,1,3,0,1,1,3,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,2,2,0,0,1,1,2,0,2,1
2026-02-24T10:51:06.791Z,15,20-30 years,Male,3-6 years,Bengaluru,Full time,Lead Software Developer ,No,,,0,10,0,1,0,1,3,0,0,1,1,3,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2,1,0,0,2,0,0,3,0,0
2026-02-24T12:18:43.416Z,138,20-30 years,Male,0-3 years,Sivakasi ,Full time,Software engineer ,No,,,0,10,2,0,2,1,3,0,2,1,3,2,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,0,3,1,2,1,0,0,0,1,1
2026-02-24T14:12:28.982Z,327,20-30 years,Female,3-6 years,"Harlur,Bangalore ",Work from home (Remote),Developer ,No,,,0,10,0,2,2,3,3,0,1,3,0,0,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,2,1,0,0,2,0,0,0,0,1
2026-02-24T14:27:23.874Z,5,20-30 years,Female,6-10 years,Chennai,Full time,Senior Specialist,No,,,0,10,1,3,2,1,3,0,2,1,3,2,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,0,0,0,0,1,0,0,0,3,1
2026-02-24T15:37:05.174Z,4,20-30 years,Male,3-6 years,Chennai ,Full time,Automation engineer ,No,,,0,10,2,1,2,1,3,0,3,3,0,1,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,0,0,0,2,1,0,0,0,0,3
2026-02-24T22:05:03.287Z,290,30-40 years,Male,10-15 years,United States of America,Full time,Software Performance Engineer,No,,,0,10,1,2,2,1,3,0,0,1,3,0,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,2,0,0,0,3,0,3,1,0,1
2026-02-25T14:17:39.716Z,4,20-30 years,Male,6-10 years,Madiwala,Full time,SaaS Engineer ,No,,,0,10,1,0,2,3,3,2,2,3,3,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,3,3,2,0,3,1
2026-02-25T16:09:02.206Z,4,20-30 years,Male,0-3 years,Bangalore,Hybrid,Software engineer,No,,,0,10,1,3,2,1,3,0,2,3,3,0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,0,3,0,2,1,1,3,0,3,1
2026-02-25T16:09:54.891Z,5,40-50 years,Male,15+ years,Bengaluru,Work from home (Remote),Senior management,Yes,Cleaning (Scaling),,0,10,0,2,2,1,3,0,1,1,3,3,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,1,2,2,1,1,1,0,1,2
2026-02-25T17:58:03.000Z,4,20-30 years,Female,0-3 years,Chromepet ,Hybrid,Post graduate ,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,1,0,0,0,3,1
2026-02-25T18:22:03.902Z,4,40-50 years,Prefer not to say,15+ years,Bangalore ,Hybrid,SVP,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,1,2,1,1,3,1
2026-02-26T09:13:57.008Z,7,30-40 years,Male,6-10 years,Bangalore,Full time,Software engineer,No,,,0,10,0,1,2,3,2,0,3,1,3,1,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,0,3,0,2,2,0,2,0,1,2
2026-02-26T09:39:24.817Z,8,20-30 years,Female,0-3 years,"RR nagar, Bangalore",Full time,Endosontist,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,3,0,2,1,0,3,0,3,1
2026-02-26T13:51:27.664Z,3,20-30 years,Female,0-3 years,Neyveli,Full time,BDS,Yes,Cleaning (Scaling),,0,10,1,0,2,0,3,0,2,1,3,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,0,3,0,2,2,0,1,0,1,1
2026-02-26T13:57:42.854Z,4,20-30 years,Female,3-6 years,HSR layout ,Full time,BDS ,Yes,Cleaning (Scaling),,0,10,1,2,2,0,2,0,3,1,3,2,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,2,0,0,0,1,0,1,0,1,1
2026-02-26T14:01:13.239Z,9,30-40 years,Male,10-15 years,Chennai ,Work from home (Remote),Tax Analyst ,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,0,0,0,2,1,0,1,0,3,2
2026-02-26T14:20:56.674Z,6,20-30 years,Male,6-10 years,Whitefield ,Full time,Senior Tech support executive ,No,,,0,10,0,0,2,0,3,0,3,1,3,2,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,0,0,2,2,1,1,1,3,0,1
2026-02-26T14:27:18.893Z,6,20-30 years,Male,6-10 years,Koramangala,Work from home (Remote),Software Engineer,No,,,0,10,0,1,2,3,3,0,1,2,3,0,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,2,3,1,0,1,1,0,0,3,1
2026-02-26T16:18:29.762Z,5,20-30 years,Male,0-3 years,Chennai,Full time,Developer,Yes,Deep cleaning (Root planing),Implant ,0,10,1,3,2,0,3,0,2,1,1,0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,0,3,2,2,1,1,0,0,1,1
2026-02-26T16:23:51.619Z,3,20-30 years,Male,3-6 years,Hsr layout,Full time,Lead Engineer ,No,,,0,10,1,1,2,1,2,0,3,1,3,2,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,0,0,2,0,1,1
2026-02-26T16:26:45.717Z,5,20-30 years,Male,3-6 years,Chennai ,Full time,Ai - mostion graphics designer ,No,,,0,10,3,3,1,3,0,2,3,2,3,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,3,2,0,2,0,3,0,2,1
2026-02-26T16:35:27.576Z,6,30-40 years,Female,6-10 years,Guduvancheri ,Hybrid,MTS ,No,,,0,10,0,2,2,1,3,0,1,2,3,2,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,0,3,1,0,1,1,0,0,2,1
2026-02-26T17:37:35.340Z,2,20-30 years,Male,0-3 years,Bengaluru,Full time,Consultant,No,,,0,10,0,2,1,0,3,1,2,3,1,2,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,0,0,0,2,1,0,0,1,0,1
2026-02-26T17:40:54.894Z,8,20-30 years,Female,6-10 years,Whitefield ,Work from home (Remote),Sr. SDR,No,,,0,10,1,0,2,1,3,0,1,0,0,2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,0,2,0,2,1,0,0,0,3,1
2026-02-26T17:55:18.016Z,8,30-40 years,Female,6-10 years,Shanti Nagar ,Full time,Sr ML Engineer ,No,,,0,10,1,0,2,0,3,0,0,1,3,2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0,1,0,2,2,1,3,1,1,2
2026-02-26T19:08:29.036Z,4,30-40 years,Male,6-10 years,Yeshwantpur ,Full time,Assistant manager ,No,,,0,10,2,3,2,1,3,0,0,3,3,0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,2,0,1,0,1,0,1,0,3,0
2026-02-26T21:12:31.209Z,7,20-30 years,Female,6-10 years,Bangalore ,Full time,Software engineer,Yes,Cleaning (Scaling),,0,10,1,1,2,0,3,0,2,3,3,2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,0,0,0,2,1,0,3,0,1,1
2026-02-27T01:31:42.838Z,608,30-40 years,Male,15+ years,Hyderabad ,Full time,Project manager ,Yes,Deep cleaning (Root planing),,0,10,3,3,3,2,3,0,1,3,3,0,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,0,0,0,2,1,0,2,0,3,1
2026-02-27T01:41:14.808Z,6,20-30 years,Male,3-6 years,Nagercoil,Hybrid,Research Analyst,No,,,0,10,1,0,2,1,3,0,2,1,1,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1,1,1,1,1,1,1,1,1,1
2026-02-27T02:00:58.136Z,42,20-30 years,Female,3-6 years,Tenkasi ,Full time,General dentist,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,0,3,0,2,1,1,0,0,1,1
2026-02-27T03:13:29.737Z,6,20-30 years,Male,3-6 years,Banglore ,Full time,Senior executive ,No,,,0,10,1,3,2,2,3,2,3,3,3,2,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,0,0,2,2,1,0,0,0,1,1
2026-02-27T06:28:37.626Z,4,30-40 years,Male,10-15 years,HSR Layout,Full time,Senior software engineer ,No,,,0,10,0,2,1,0,3,0,3,0,1,2,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,2,1,3,3,1,3,1,3,1
2026-02-27T06:29:36.617Z,5,30-40 years,Female,6-10 years,Bangalore,Full time,MTS,No,,,0,10,0,0,3,1,3,2,0,0,0,2,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0,2,0,3,2,3,0,3,3,3
2026-02-27T06:31:12.884Z,6,20-30 years,Female,0-3 years,Bellandur,Full time,SDE 1,No,,,0,10,0,1,2,2,3,0,1,3,3,3,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,2,2,2,0,2,0,2,0,1,1
2026-02-27T06:51:26.078Z,5,30-40 years,Male,6-10 years,Pune,Full time,Senior engineer ,No,,,0,10,0,0,2,1,3,0,2,0,3,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,2,2,2,0,1,1,0,1,3,0
2026-02-27T06:55:59.331Z,6,40-50 years,Male,15+ years,Haralur ,Full time,Mgr,No,,,0,10,2,1,1,1,1,1,1,1,1,3,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,2,2,2,0,1,1,0,1,1,0
2026-02-27T06:56:06.329Z,11,30-40 years,Male,10-15 years,Whitefield,Full time,Staff Software Engineer,No,,,0,10,1,0,2,0,3,0,2,1,0,3,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,0,0,0,2,1,1,2,0,2,1
2026-02-27T07:51:52.710Z,541,20-30 years,Male,0-3 years,Chennai ,Full time,Software Engineer ,Yes,Deep cleaning (Root planing),,0,10,2,3,3,2,3,0,1,1,3,2,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,2,3,2,0,1,1,2,3,1,1
2026-02-27T08:09:20.395Z,7,20-30 years,Female,0-3 years,Erode,Full time,Internship,No,,,0,10,0,0,0,1,2,0,2,3,3,3,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,2,3,2,0,1,2,0,0,0,1
2026-02-27T08:26:17.632Z,5,20-30 years,Male,0-3 years,Whitefield,Full time,Data Analyst ,Yes,,Got a tooth cap because it was half broken,0,10,1,1,2,2,3,1,0,0,1,0,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,0,0,0,2,1,1,2,3,1,1
